id,state_code,div_no,month,tmax_f,tmin_f,pcpn_in,climdiv_id
2772,21,8,8,79.40,58.70,4.18,2108
2773,21,8,9,72.90,50.60,3.41,2108
2774,21,8,10,58.90,37.60,2.49,2108
2775,21,8,11,42.00,24.80,1.56,2108
2776,21,8,12,28.20,13.00,1.13,2108
2777,21,9,1,23.20,6.60,1.01,2109
2778,21,9,2,28.20,10.40,1.03,2109
2779,21,9,3,41.00,22.70,1.92,2109
2780,21,9,4,55.90,34.40,3.57,2109
2781,21,9,5,68.10,46.40,4.58,2109
2782,21,9,6,77.80,56.70,5.45,2109
2783,21,9,7,81.30,60.70,4.37,2109
2784,21,9,8,79.00,58.20,4.44,2109
2785,21,9,9,72.00,50.40,3.69,2109
2786,21,9,10,58.30,37.50,2.65,2109
2787,21,9,11,41.90,25.50,1.79,2109
2788,21,9,12,28.60,13.70,1.29,2109
2789,22,1,1,51.40,33.70,4.73,2201
2790,22,1,2,56.20,37.20,5.03,2201
2791,22,1,3,64.80,44.10,5.36,2201
2792,22,1,4,73.90,52.10,5.96,2201
2793,22,1,5,82.10,61.40,5.04,2201
2794,22,1,6,88.80,69.10,4.02,2201
2795,22,1,7,91.20,71.90,3.97,2201
2796,22,1,8,91.10,70.30,3.23,2201
2797,22,1,9,86.40,63.80,3.27,2201
2798,22,1,10,76.00,52.20,4.09,2201
2799,22,1,11,63.50,42.50,4.45,2201
2800,22,1,12,54.20,36.10,5.77,2201
2801,22,2,1,51.60,32.20,4.77,2202
2802,22,2,2,56.30,35.70,5.24,2202
2803,22,2,3,65.00,42.50,5.50,2202
2804,22,2,4,73.80,49.90,5.90,2202
2805,22,2,5,81.50,59.40,5.24,2202
2806,22,2,6,88.20,67.30,4.65,2202
2807,22,2,7,90.80,70.40,4.38,2202
2808,22,2,8,90.60,68.90,3.60,2202
2809,22,2,9,85.50,62.40,3.59,2202
2810,22,2,10,75.10,50.50,3.94,2202
2811,22,2,11,63.10,40.70,4.37,2202
2812,22,2,12,54.30,34.70,5.88,2202
2813,22,3,1,51.30,31.20,5.07,2203
2814,22,3,2,55.80,34.60,5.41,2203
2815,22,3,3,64.80,41.20,5.45,2203
2816,22,3,4,73.60,48.50,5.63,2203
2817,22,3,5,80.90,58.00,5.23,2203
2818,22,3,6,87.50,66.00,4.75,2203
2819,22,3,7,90.30,69.40,4.52,2203
2820,22,3,8,90.00,68.00,4.06,2203
2821,22,3,9,84.90,61.40,3.85,2203
2822,22,3,10,74.60,49.40,3.94,2203
2823,22,3,11,62.80,39.20,4.27,2203
2824,22,3,12,53.90,33.90,6.11,2203
2825,22,4,1,54.40,35.80,5.24,2204
2826,22,4,2,59.00,39.20,5.40,2204
2827,22,4,3,67.40,45.90,5.32,2204
2828,22,4,4,75.50,53.50,5.97,2204
2829,22,4,5,83.20,62.20,4.63,2204
2830,22,4,6,89.40,69.50,3.96,2204
2831,22,4,7,91.80,72.20,4.22,2204
2832,22,4,8,91.90,70.90,3.61,2204
2833,22,4,9,87.60,64.90,3.34,2204
2834,22,4,10,77.60,53.40,4.07,2204
2835,22,4,11,65.70,43.60,4.50,2204
2836,22,4,12,57.00,38.00,5.62,2204
2837,22,5,1,55.60,34.60,5.41,2205
2838,22,5,2,60.20,37.80,5.58,2205
2839,22,5,3,68.10,44.20,5.52,2205
2840,22,5,4,75.50,51.10,6.01,2205
2841,22,5,5,82.60,59.90,4.50,2205
2842,22,5,6,88.70,67.50,4.17,2205
2843,22,5,7,91.20,70.30,4.81,2205
2844,22,5,8,91.10,69.30,4.18,2205
2845,22,5,9,86.70,63.40,3.76,2205
2846,22,5,10,77.00,51.60,3.71,2205
2847,22,5,11,65.80,41.50,4.48,2205
2848,22,5,12,57.90,36.60,5.52,2205
2849,22,6,1,54.60,33.60,5.24,2206
2850,22,6,2,59.30,37.00,5.58,2206
2851,22,6,3,67.60,43.30,5.31,2206
2852,22,6,4,75.30,50.10,5.79,2206
2853,22,6,5,82.60,59.30,4.33,2206
2854,22,6,6,88.80,67.20,4.27,2206
2855,22,6,7,91.20,70.20,4.61,2206
2856,22,6,8,91.00,69.30,4.08,2206
2857,22,6,9,86.40,63.20,3.67,2206
2858,22,6,10,76.50,51.10,3.70,2206
2859,22,6,11,65.10,40.60,4.26,2206
2860,22,6,12,56.90,35.90,5.50,2206
2861,22,7,1,58.70,37.40,6.06,2207
2862,22,7,2,63.20,40.90,5.45,2207
2863,22,7,3,70.40,46.90,5.44,2207
2864,22,7,4,77.00,53.50,5.35,2207
2865,22,7,5,84.00,61.70,4.58,2207
2866,22,7,6,89.60,68.70,4.73,2207
2867,22,7,7,91.70,71.20,5.07,2207
2868,22,7,8,91.80,70.50,4.84,2207
2869,22,7,9,87.70,65.30,3.80,2207
2870,22,7,10,79.00,54.00,4.02,2207
2871,22,7,11,68.20,44.50,4.56,2207
2872,22,7,12,60.80,39.30,5.45,2207
2873,22,8,1,59.60,37.00,5.93,2208
2874,22,8,2,64.00,40.60,5.41,2208
2875,22,8,3,71.00,46.40,5.68,2208
2876,22,8,4,77.40,52.70,5.38,2208
2877,22,8,5,84.40,60.90,4.39,2208
2878,22,8,6,89.80,68.10,5.15,2208
2879,22,8,7,91.70,70.60,5.63,2208
2880,22,8,8,91.60,69.90,5.42,2208
2881,22,8,9,87.60,65.10,4.03,2208
2882,22,8,10,79.00,53.60,3.84,2208
2883,22,8,11,68.60,43.50,4.25,2208
2884,22,8,12,61.50,39.00,5.48,2208
2885,22,9,1,59.00,36.30,5.79,2209
2886,22,9,2,63.70,39.80,5.33,2209
2887,22,9,3,70.80,45.60,5.78,2209
2888,22,9,4,77.50,51.60,5.33,2209
2889,22,9,5,84.30,60.20,4.36,2209
2890,22,9,6,89.70,67.70,5.27,2209
2891,22,9,7,91.60,70.40,5.62,2209
2892,22,9,8,91.30,69.60,4.99,2209
2893,22,9,9,87.40,64.50,3.97,2209
2894,22,9,10,78.60,52.80,3.76,2209
2895,22,9,11,68.30,42.40,4.19,2209
2896,22,9,12,61.00,38.30,5.55,2209
2897,22,10,1,61.20,39.70,5.83,2210
2898,22,10,2,65.20,43.20,4.64,2210
2899,22,10,3,71.70,48.90,5.50,2210
2900,22,10,4,77.60,54.90,5.38,2210
2901,22,10,5,84.40,62.80,5.20,2210
2902,22,10,6,89.40,69.60,6.52,2210
2903,22,10,7,91.00,71.80,7.24,2210
2904,22,10,8,90.90,71.50,6.37,2210
2905,22,10,9,87.40,67.30,5.14,2210
2906,22,10,10,79.70,56.50,3.81,2210
2907,22,10,11,69.90,46.10,4.13,2210
2908,22,10,12,63.30,41.80,5.28,2210
2909,23,1,1,35.80,17.80,1.16,2301
2910,23,1,2,41.30,21.90,1.53,2301
2911,23,1,3,53.30,31.80,2.46,2301
2912,23,1,4,64.40,42.10,3.94,2301
2913,23,1,5,74.10,52.70,5.30,2301
2914,23,1,6,83.20,62.60,5.09,2301
2915,23,1,7,87.20,66.60,4.67,2301
2916,23,1,8,85.70,64.20,4.13,2301
2917,23,1,9,78.50,55.60,3.89,2301
2918,23,1,10,66.40,43.60,3.11,2301
2919,23,1,11,52.00,32.20,2.19,2301
2920,23,1,12,40.10,22.50,1.62,2301
2921,23,2,1,37.10,19.50,1.98,2302
2922,23,2,2,42.60,23.40,2.05,2302
2923,23,2,3,53.90,32.60,2.97,2302
2924,23,2,4,65.50,42.80,4.35,2302
2925,23,2,5,74.70,53.30,5.12,2302
2926,23,2,6,83.40,62.60,4.70,2302
2927,23,2,7,87.30,66.50,4.30,2302
2928,23,2,8,86.00,64.30,3.87,2302
2929,23,2,9,79.00,56.00,3.72,2302
2930,23,2,10,67.10,44.40,3.26,2302
2931,23,2,11,53.20,33.50,2.88,2302
2932,23,2,12,41.50,24.40,2.16,2302
2933,23,3,1,40.90,22.00,1.77,2303
2934,23,3,2,46.40,25.80,1.99,2303
2935,23,3,3,56.90,34.60,2.94,2303
2936,23,3,4,67.10,44.40,4.63,2303
2937,23,3,5,75.80,54.30,5.54,2303
2938,23,3,6,84.40,63.70,4.89,2303
2939,23,3,7,88.80,67.80,4.38,2303
2940,23,3,8,87.80,65.90,3.86,2303
2941,23,3,9,80.10,57.50,4.17,2303
2942,23,3,10,68.80,45.60,3.45,2303
2943,23,3,11,55.70,35.10,3.00,2303
2944,23,3,12,44.80,26.00,2.14,2303
2945,23,4,1,44.00,23.80,2.41,2304
2946,23,4,2,49.10,27.50,2.39,2304
2947,23,4,3,58.50,35.40,3.79,2304
2948,23,4,4,68.40,44.70,4.86,2304
2949,23,4,5,76.00,53.90,5.74,2304
2950,23,4,6,84.20,62.90,4.55,2304
2951,23,4,7,88.90,66.90,4.07,2304
2952,23,4,8,88.10,65.20,3.57,2304
2953,23,4,9,80.70,57.20,4.27,2304
2954,23,4,10,69.80,45.50,3.64,2304
2955,23,4,11,57.30,35.70,3.68,2304
2956,23,4,12,46.90,27.30,2.76,2304
2957,23,5,1,43.00,23.00,2.86,2305
2958,23,5,2,48.40,26.70,2.92,2305
2959,23,5,3,58.00,34.60,4.15,2305
2960,23,5,4,68.90,44.10,5.08,2305
2961,23,5,5,76.70,53.40,5.42,2305
2962,23,5,6,84.60,62.20,4.04,2305
2963,23,5,7,88.50,66.10,4.09,2305
2964,23,5,8,87.60,64.10,3.75,2305
2965,23,5,9,80.40,56.20,3.65,2305
2966,23,5,10,69.80,44.50,3.48,2305
2967,23,5,11,56.60,34.80,4.17,2305
2968,23,5,12,46.10,26.70,3.13,2305
2969,23,6,1,44.60,27.70,3.61,2306
2970,23,6,2,49.80,31.30,3.76,2306
2971,23,6,3,59.40,38.80,4.72,2306
2972,23,6,4,70.30,47.60,5.30,2306
2973,23,6,5,79.10,58.00,5.22,2306
2974,23,6,6,87.30,66.50,3.96,2306
2975,23,6,7,89.90,69.90,4.07,2306
2976,23,6,8,88.80,67.60,3.21,2306
2977,23,6,9,82.60,59.80,3.32,2306
2978,23,6,10,72.10,48.00,3.79,2306
2979,23,6,11,58.20,38.20,4.43,2306
2980,23,6,12,47.70,31.00,4.35,2306
2981,24,1,1,30.80,17.40,3.30,2401
2982,24,1,2,34.30,17.50,2.70,2401
2983,24,1,3,42.60,22.80,2.83,2401
2984,24,1,4,50.10,28.40,2.55,2401
2985,24,1,5,59.80,35.70,2.75,2401
2986,24,1,6,66.60,41.80,3.09,2401
2987,24,1,7,77.40,47.50,1.21,2401
2988,24,1,8,76.60,46.40,1.13,2401
2989,24,1,9,65.90,39.60,1.67,2401
2990,24,1,10,50.50,30.90,2.68,2401
2991,24,1,11,36.80,23.00,3.40,2401
2992,24,1,12,29.60,17.20,3.37,2401
2993,24,2,1,30.20,13.10,1.44,2402
2994,24,2,2,32.70,13.40,1.38,2402
2995,24,2,3,41.00,19.80,1.69,2402
2996,24,2,4,47.90,25.60,2.31,2402
2997,24,2,5,57.50,33.70,2.78,2402
2998,24,2,6,65.80,40.30,2.85,2402
2999,24,2,7,76.60,46.60,1.32,2402
3000,24,2,8,75.50,45.20,1.22,2402
3001,24,2,9,65.10,38.40,1.45,2402
3002,24,2,10,50.70,28.80,1.73,2402
3003,24,2,11,37.30,19.10,1.56,2402
3004,24,2,12,29.00,12.30,1.62,2402
3005,24,3,1,30.30,8.90,0.70,2403
3006,24,3,2,33.60,11.10,0.62,2403
3007,24,3,3,43.40,19.70,0.80,2403
3008,24,3,4,54.40,29.20,1.37,2403
3009,24,3,5,64.40,38.40,2.23,2403
3010,24,3,6,72.40,46.40,3.03,2403
3011,24,3,7,82.10,51.70,1.41,2403
3012,24,3,8,81.40,50.00,1.20,2403
3013,24,3,9,70.30,41.40,1.28,2403
3014,24,3,10,55.60,30.40,1.06,2403
3015,24,3,11,41.20,19.80,0.79,2403
3016,24,3,12,31.90,11.30,0.66,2403
3017,24,4,1,34.20,13.90,0.84,2404
3018,24,4,2,36.20,14.70,0.80,2404
3019,24,4,3,45.10,21.80,1.02,2404
3020,24,4,4,53.00,28.90,1.86,2404
3021,24,4,5,62.30,37.40,2.85,2404
3022,24,4,6,70.90,45.00,3.08,2404
3023,24,4,7,81.20,50.90,1.53,2404
3024,24,4,8,80.60,49.30,1.32,2404
3025,24,4,9,69.80,41.40,1.40,2404
3026,24,4,10,55.30,31.30,1.35,2404
3027,24,4,11,42.40,21.80,0.95,2404
3028,24,4,12,34.10,14.70,0.88,2404
3029,24,5,1,34.10,14.10,0.93,2405
3030,24,5,2,36.70,15.10,0.95,2405
3031,24,5,3,46.20,22.40,1.25,2405
3032,24,5,4,53.50,29.50,2.06,2405
3033,24,5,5,62.80,38.30,2.84,2405
3034,24,5,6,72.50,46.40,2.52,2405
3035,24,5,7,82.60,52.70,1.40,2405
3036,24,5,8,81.50,50.80,1.08,2405
3037,24,5,9,70.70,42.50,1.47,2405
3038,24,5,10,56.00,31.80,1.69,2405
3039,24,5,11,42.90,21.90,1.05,2405
3040,24,5,12,34.00,14.60,0.97,2405
3041,24,6,1,25.10,4.10,0.39,2406
3042,24,6,2,29.70,7.90,0.33,2406
3043,24,6,3,42.50,18.70,0.52,2406
3044,24,6,4,56.00,29.50,1.15,2406
3045,24,6,5,66.70,39.90,2.39,2406
3046,24,6,6,75.70,49.40,2.91,2406
3047,24,6,7,84.40,54.90,2.06,2406
3048,24,6,8,83.90,52.90,1.37,2406
3049,24,6,9,72.40,43.00,1.20,2406
3050,24,6,10,56.30,30.70,1.01,2406
3051,24,6,11,39.90,18.10,0.44,2406
3052,24,6,12,28.10,8.00,0.38,2406
3053,24,7,1,31.40,9.00,0.44,2407
3054,24,7,2,35.10,12.00,0.47,2407
3055,24,7,3,46.70,21.40,0.72,2407
3056,24,7,4,56.80,30.60,1.62,2407
3057,24,7,5,66.70,40.50,2.80,2407
3058,24,7,6,76.90,49.90,2.59,2407
3059,24,7,7,86.80,56.30,1.78,2407
3060,24,7,8,85.70,54.00,1.20,2407
3061,24,7,9,74.40,43.90,1.30,2407
3062,24,7,10,58.40,31.70,1.24,2407
3063,24,7,11,43.80,20.10,0.51,2407
3064,24,7,12,33.20,11.10,0.42,2407
3065,25,1,1,38.80,14.50,0.35,2501
3066,25,1,2,41.30,16.50,0.50,2501
3067,25,1,3,51.50,24.40,0.95,2501
3068,25,1,4,59.10,31.50,1.98,2501
3069,25,1,5,68.60,41.80,3.01,2501
3070,25,1,6,80.40,51.70,2.86,2501
3071,25,1,7,87.60,58.00,2.44,2501
3072,25,1,8,85.80,55.80,1.86,2501
3073,25,1,9,76.90,46.20,1.50,2501
3074,25,1,10,62.30,33.10,1.31,2501
3075,25,1,11,49.10,22.60,0.53,2501
3076,25,1,12,39.10,14.70,0.43,2501
3077,25,2,1,35.70,12.90,0.44,2502
3078,25,2,2,39.00,15.60,0.66,2502
3079,25,2,3,50.00,24.60,1.19,2502
3080,25,2,4,59.50,33.40,2.66,2502
3081,25,2,5,69.80,44.00,3.78,2502
3082,25,2,6,80.40,54.60,3.88,2502
3083,25,2,7,86.80,60.20,3.13,2502
3084,25,2,8,84.70,58.30,2.68,2502
3085,25,2,9,76.80,48.50,2.07,2502
3086,25,2,10,62.60,35.40,1.80,2502
3087,25,2,11,48.40,23.60,0.70,2502
3088,25,2,12,37.30,15.10,0.55,2502
3089,25,3,1,31.10,11.70,0.60,2503
3090,25,3,2,35.80,15.40,0.80,2503
3091,25,3,3,48.20,25.80,1.54,2503
3092,25,3,4,60.40,36.10,3.02,2503
3093,25,3,5,71.30,47.60,4.17,2503
3094,25,3,6,81.20,58.60,4.30,2503
3095,25,3,7,85.20,62.90,3.18,2503
3096,25,3,8,82.70,60.90,3.60,2503
3097,25,3,9,76.10,51.40,2.76,2503
3098,25,3,10,62.70,38.50,2.33,2503
3099,25,3,11,47.20,25.50,1.21,2503
3100,25,3,12,34.20,15.70,0.88,2503
3101,25,5,1,36.30,13.70,0.48,2505
3102,25,5,2,40.00,16.70,0.65,2505
3103,25,5,3,51.70,26.10,1.34,2505
3104,25,5,4,61.50,35.40,2.68,2505
3105,25,5,5,71.30,46.00,4.12,2505
3106,25,5,6,81.80,57.10,3.90,2505
3107,25,5,7,86.60,62.00,3.38,2505
3108,25,5,8,84.40,60.20,3.08,2505
3109,25,5,9,77.60,50.40,2.06,2505
3110,25,5,10,64.30,37.20,1.98,2505
3111,25,5,11,50.00,24.90,0.95,2505
3112,25,5,12,38.30,16.10,0.63,2505
3113,25,6,1,33.50,14.10,0.69,2506
3114,25,6,2,38.30,17.90,0.82,2506
3115,25,6,3,50.80,28.30,1.62,2506
3116,25,6,4,62.50,38.30,2.88,2506
3117,25,6,5,72.90,49.80,4.80,2506
3118,25,6,6,82.80,60.60,4.53,2506
3119,25,6,7,86.40,64.80,3.49,2506
3120,25,6,8,84.00,62.80,3.65,2506
3121,25,6,9,77.70,53.30,2.77,2506
3122,25,6,10,64.80,40.60,2.30,2506
3123,25,6,11,49.60,27.80,1.30,2506
3124,25,6,12,37.00,18.10,1.05,2506
3125,25,7,1,40.40,15.30,0.36,2507
3126,25,7,2,43.50,17.80,0.54,2507
3127,25,7,3,54.60,26.50,1.00,2507
3128,25,7,4,62.90,34.80,2.16,2507
3129,25,7,5,72.60,45.20,3.22,2507
3130,25,7,6,83.90,56.00,3.34,2507
3131,25,7,7,89.40,61.50,3.20,2507
3132,25,7,8,87.10,59.80,2.63,2507
3133,25,7,9,79.50,49.90,1.58,2507
3134,25,7,10,65.80,36.60,1.58,2507
3135,25,7,11,52.10,24.90,0.61,2507
3136,25,7,12,41.50,16.60,0.45,2507
3137,25,8,1,38.00,15.10,0.49,2508
3138,25,8,2,42.10,18.30,0.68,2508
3139,25,8,3,54.00,27.50,1.33,2508
3140,25,8,4,63.70,36.90,2.45,2508
3141,25,8,5,73.30,47.70,4.04,2508
3142,25,8,6,84.20,58.70,3.70,2508
3143,25,8,7,88.70,63.60,3.80,2508
3144,25,8,8,86.40,61.80,3.18,2508
3145,25,8,9,79.50,52.00,1.89,2508
3146,25,8,10,66.30,38.80,1.95,2508
3147,25,8,11,52.10,26.20,1.01,2508
3148,25,8,12,40.00,17.60,0.70,2508
3149,25,9,1,35.60,15.40,0.72,2509
3150,25,9,2,40.80,19.30,0.92,2509
3151,25,9,3,53.00,29.50,1.72,2509
3152,25,9,4,64.00,39.30,2.82,2509
3153,25,9,5,73.90,50.50,4.93,2509
3154,25,9,6,83.80,61.20,4.43,2509
3155,25,9,7,87.80,65.40,4.10,2509
3156,25,9,8,85.70,63.40,3.51,2509
3157,25,9,9,78.90,54.10,2.83,2509
3158,25,9,10,66.30,41.60,2.38,2509
3159,25,9,11,51.50,28.90,1.39,2509
3160,25,9,12,39.20,19.40,1.08,2509
3161,26,1,1,42.40,22.30,1.37,2601
3162,26,1,2,46.60,24.90,1.05,2601
3163,26,1,3,54.10,29.20,1.11,2601
3164,26,1,4,59.80,33.10,0.97,2601
3165,26,1,5,69.40,41.20,1.16,2601
3166,26,1,6,79.70,48.40,0.68,2601
3167,26,1,7,89.90,56.50,0.26,2601
3168,26,1,8,88.10,54.20,0.20,2601
3169,26,1,9,79.10,46.30,0.35,2601
3170,26,1,10,65.30,35.80,0.75,2601
3171,26,1,11,51.10,26.90,0.95,2601
3172,26,1,12,41.20,21.00,1.39,2601
3173,26,2,1,38.80,17.40,1.33,2602
3174,26,2,2,41.70,19.80,1.14,2602
3175,26,2,3,49.50,25.40,1.30,2602
3176,26,2,4,55.50,29.60,1.49,2602
3177,26,2,5,65.40,37.20,1.58,2602
3178,26,2,6,76.40,44.50,0.84,2602
3179,26,2,7,86.30,52.40,0.57,2602
3180,26,2,8,84.60,50.70,0.51,2602
3181,26,2,9,75.20,42.30,0.75,2602
3182,26,2,10,61.50,32.10,0.95,2602
3183,26,2,11,47.70,23.40,1.04,2602
3184,26,2,12,38.20,16.60,1.34,2602
3185,26,3,1,45.50,22.80,0.93,2603
3186,26,3,2,48.70,25.20,1.03,2603
3187,26,3,3,56.40,30.40,0.93,2603
3188,26,3,4,62.90,35.10,0.65,2603
3189,26,3,5,72.20,43.30,0.70,2603
3190,26,3,6,83.60,52.10,0.34,2603
3191,26,3,7,90.40,59.50,0.63,2603
3192,26,3,8,88.60,57.50,0.62,2603
3193,26,3,9,80.50,49.40,0.51,2603
3194,26,3,10,67.60,38.80,0.71,2603
3195,26,3,11,54.40,28.40,0.50,2603
3196,26,3,12,44.70,21.80,0.79,2603
3197,26,4,1,56.60,36.10,0.98,2604
3198,26,4,2,60.20,38.60,1.25,2604
3199,26,4,3,67.70,44.00,0.82,2604
3200,26,4,4,75.00,49.40,0.36,2604
3201,26,4,5,84.60,58.20,0.24,2604
3202,26,4,6,95.50,67.50,0.10,2604
3203,26,4,7,100.80,74.10,0.49,2604
3204,26,4,8,99.30,72.70,0.56,2604
3205,26,4,9,91.90,65.00,0.37,2604
3206,26,4,10,79.00,53.60,0.55,2604
3207,26,4,11,65.40,42.20,0.42,2604
3208,26,4,12,55.30,35.10,0.76,2604
3209,27,1,1,25.20,5.30,3.24,2701
3210,27,1,2,28.30,6.90,2.73,2701
3211,27,1,3,37.00,15.60,3.18,2701
3212,27,1,4,50.10,27.60,3.70,2701
3213,27,1,5,63.60,38.90,4.08,2701
3214,27,1,6,72.00,48.30,4.81,2701
3215,27,1,7,76.30,53.40,4.77,2701
3216,27,1,8,74.80,51.80,4.32,2701
3217,27,1,9,67.50,44.30,3.88,2701
3218,27,1,10,54.20,34.40,4.88,2701
3219,27,1,11,41.50,24.70,3.63,2701
3220,27,1,12,30.60,13.50,3.94,2701
3221,27,2,1,30.40,11.60,3.36,2702
3222,27,2,2,33.60,12.90,3.09,2702
3223,27,2,3,42.00,21.40,3.79,2702
3224,27,2,4,55.30,31.80,3.96,2702
3225,27,2,5,67.20,42.70,3.84,2702
3226,27,2,6,75.60,52.10,4.45,2702
3227,27,2,7,80.50,57.50,4.32,2702
3228,27,2,8,78.80,55.70,4.07,2702
3229,27,2,9,71.20,48.00,3.99,2702
3230,27,2,10,58.50,37.30,5.11,2702
3231,27,2,11,46.30,28.10,3.96,2702
3232,27,2,12,35.50,18.60,4.28,2702
3233,28,1,1,37.50,20.20,3.50,2801
3234,28,1,2,40.60,21.90,2.79,2801
3235,28,1,3,48.90,28.80,4.01,2801
3236,28,1,4,61.50,38.30,3.90,2801
3237,28,1,5,71.40,48.30,4.02,2801
3238,28,1,6,79.80,57.40,4.61,2801
3239,28,1,7,84.60,62.80,4.72,2801
3240,28,1,8,82.70,61.00,4.56,2801
3241,28,1,9,75.80,54.10,4.46,2801
3242,28,1,10,64.10,42.50,4.45,2801
3243,28,1,11,52.70,33.40,3.47,2801
3244,28,1,12,42.30,25.80,4.25,2801
3245,28,2,1,42.00,24.80,3.47,2802
3246,28,2,2,44.80,26.10,2.89,2802
3247,28,2,3,52.30,32.50,4.32,2802
3248,28,2,4,63.80,41.40,3.58,2802
3249,28,2,5,73.10,51.20,3.60,2802
3250,28,2,6,81.90,60.80,4.14,2802
3251,28,2,7,86.60,66.50,4.74,2802
3252,28,2,8,84.70,64.60,4.57,2802
3253,28,2,9,78.20,58.00,3.99,2802
3254,28,2,10,66.90,46.10,4.03,2802
3255,28,2,11,56.10,36.60,3.29,2802
3256,28,2,12,46.60,29.50,4.28,2802
3257,28,3,1,42.20,26.50,3.51,2803
3258,28,3,2,44.20,27.80,3.07,2803
3259,28,3,3,50.70,33.60,4.42,2803
3260,28,3,4,60.80,42.50,3.55,2803
3261,28,3,5,70.00,52.10,3.51,2803
3262,28,3,6,79.20,61.80,3.85,2803
3263,28,3,7,84.50,67.70,4.38,2803
3264,28,3,8,83.00,66.40,4.60,2803
3265,28,3,9,77.00,60.30,3.89,2803
3266,28,3,10,66.50,48.70,4.09,2803
3267,28,3,11,55.90,38.80,3.34,2803
3268,28,3,12,47.00,31.30,4.36,2803
3269,29,1,1,42.70,16.80,0.82,2901
3270,29,1,2,47.60,21.00,0.72,2901
3271,29,1,3,56.50,26.50,0.69,2901
3272,29,1,4,63.90,32.00,0.60,2901
3273,29,1,5,73.80,40.30,0.64,2901
3274,29,1,6,85.00,49.50,0.38,2901
3275,29,1,7,88.20,56.70,1.52,2901
3276,29,1,8,85.10,55.20,1.72,2901
3277,29,1,9,78.50,47.30,1.25,2901
3278,29,1,10,66.80,35.30,0.95,2901
3279,29,1,11,53.40,24.60,0.72,2901
3280,29,1,12,42.50,17.00,0.83,2901
3281,29,2,1,42.20,16.00,0.87,2902
3282,29,2,2,45.50,19.00,0.83,2902
3283,29,2,3,53.40,24.60,1.09,2902
3284,29,2,4,60.30,30.40,1.08,2902
3285,29,2,5,69.50,38.60,1.28,2902
3286,29,2,6,79.90,47.30,1.16,2902
3287,29,2,7,82.30,52.70,2.70,2902
3288,29,2,8,79.70,51.40,2.68,2902
3289,29,2,9,73.90,44.50,1.80,2902
3290,29,2,10,63.40,33.70,1.32,2902
3291,29,2,11,51.00,23.70,0.94,2902
3292,29,2,12,41.90,16.30,0.98,2902
3293,29,3,1,51.30,22.20,0.45,2903
3294,29,3,2,55.30,25.10,0.35,2903
3295,29,3,3,63.30,31.40,0.78,2903
3296,29,3,4,70.90,38.20,0.90,2903
3297,29,3,5,79.70,48.20,1.61,2903
3298,29,3,6,89.10,57.90,1.88,2903
3299,29,3,7,91.10,62.30,2.80,2903
3300,29,3,8,88.90,60.80,2.75,2903
3301,29,3,9,82.20,53.60,1.87,2903
3302,29,3,10,71.90,41.20,1.39,2903
3303,29,3,11,60.10,30.00,0.52,2903
3304,29,3,12,50.70,22.70,0.56,2903
3305,29,4,1,46.80,18.60,0.85,2904
3306,29,4,2,50.40,21.70,0.77,2904
3307,29,4,3,57.60,25.80,0.73,2904
3308,29,4,4,64.70,31.10,0.49,2904
3309,29,4,5,73.70,38.80,0.54,2904
3310,29,4,6,83.50,47.80,0.58,2904
3311,29,4,7,83.80,53.90,2.71,2904
3312,29,4,8,80.80,52.50,2.90,2904
3313,29,4,9,76.10,45.80,1.84,2904
3314,29,4,10,66.90,35.10,1.05,2904
3315,29,4,11,55.60,25.10,0.85,2904
3316,29,4,12,46.70,18.40,1.06,2904
3317,29,5,1,52.10,23.80,0.47,2905
3318,29,5,2,57.60,27.70,0.42,2905
3319,29,5,3,65.40,33.20,0.43,2905
3320,29,5,4,72.80,39.60,0.36,2905
3321,29,5,5,82.00,48.20,0.51,2905
3322,29,5,6,91.60,57.30,0.63,2905
3323,29,5,7,91.60,62.40,2.14,2905
3324,29,5,8,89.20,60.70,2.00,2905
3325,29,5,9,83.40,53.80,1.48,2905
3326,29,5,10,73.40,42.00,0.97,2905
3327,29,5,11,61.00,31.00,0.54,2905
3328,29,5,12,51.50,23.90,0.67,2905
3329,29,6,1,47.30,21.30,0.66,2906
3330,29,6,2,51.60,24.10,0.62,2906
3331,29,6,3,59.20,28.70,0.75,2906
3332,29,6,4,66.40,34.50,0.61,2906
3333,29,6,5,75.10,42.50,0.93,2906
3334,29,6,6,84.90,51.40,1.23,2906
3335,29,6,7,85.10,55.90,2.93,2906
3336,29,6,8,82.90,54.50,2.75,2906
3337,29,6,9,77.40,48.30,1.94,2906
3338,29,6,10,67.80,37.70,1.38,2906
3339,29,6,11,56.20,27.70,0.68,2906
3340,29,6,12,47.30,21.40,0.96,2906
3341,29,7,1,55.60,26.00,0.47,2907
3342,29,7,2,60.30,29.30,0.42,2907
3343,29,7,3,68.10,35.20,0.60,2907
3344,29,7,4,76.00,42.00,0.58,2907
3345,29,7,5,84.20,51.60,1.20,2907
3346,29,7,6,92.80,60.80,1.40,2907
3347,29,7,7,93.00,64.50,2.33,2907
3348,29,7,8,91.40,63.30,2.07,2907
3349,29,7,9,84.70,56.10,2.12,2907
3350,29,7,10,75.50,44.60,1.33,2907
3351,29,7,11,63.90,33.30,0.55,2907
3352,29,7,12,55.40,26.40,0.60,2907
